namespace,name
ag.granular,tiffany
app.cash.molecule,molecule-runtime
app.cash.sqldelight,runtime
app.cash.sqldelight,async-extensions
app.cash.sqldelight,coroutines-extensions
app.cash.sqldelight,native-driver
app.cash.sqldelight,primitive-adapters
app.cash.turbine,turbine
app.cash.zipline,zipline
app.cash.zipline,zipline-loader
app.softwork,kotlinx-uuid-core
app.softwork,kotlinx-serialization-csv
app.softwork,kotlinx-serialization-flf
app.softwork,kotlinx-uuid-sqldelight
app.softwork,ratelimit
ca.gosyer,accompanist-pager
ca.gosyer,accompanist-placeholder
ca.gosyer,accompanist-snapper
ca.gosyer,accompanist-placeholder-material
ca.gosyer,accompanist-swiperefresh
cloud.genesys,messenger-transport-mobile-sdk
co.touchlab,stately-common
co.touchlab,stately-iso-collections
co.touchlab,stately-concurrency
co.touchlab,kermit
co.touchlab,crashkios
co.touchlab,stately-isolate
co.touchlab,crashkios-core
co.touchlab,stately-collections
co.touchlab,kermit-core
co.touchlab,sqliter-driver
co.touchlab,kermit-crashlytics
co.touchlab,kermit-bugsnag
co.touchlab,kermit-bugsnag-test
co.touchlab,kermit-crashlytics-test
co.touchlab,kermit-koin
co.touchlab,kermit-nkt
co.touchlab,kermit-sentry
co.touchlab,kermit-sentry-test
co.touchlab,kermit-test
co.touchlab,testhelp
co.touchlab.crashkios,core
co.touchlab.crashkios,bugsnag
co.touchlab.crashkios,crashlytics
com.1gravity,bloc-core
com.1gravity,bloc-redux
com.aallam.ulid,ulid
com.aallam.ulid,ulid-kotlin
com.apollographql.apollo3,apollo-api
com.apollographql.apollo3,apollo-runtime
com.apollographql.apollo3,apollo-annotations
com.apollographql.apollo3,apollo-mpp-utils
com.apollographql.apollo3,apollo-normalized-cache-api
com.apollographql.apollo3,apollo-normalized-cache-api-incubating
com.apollographql.apollo3,apollo-mockserver
com.apollographql.apollo3,apollo-normalized-cache-common
com.apollographql.apollo3,apollo-normalized-cache-incubating
com.apollographql.apollo3,apollo-normalized-cache
com.apollographql.apollo3,apollo-adapters
com.apollographql.apollo3,apollo-normalized-cache-sqlite-incubating
com.apollographql.apollo3,apollo-normalized-cache-sqlite
com.apollographql.apollo3,apollo-testing-support
com.appmattus.crypto,cryptohash
com.arkivanov.decompose,decompose
com.arkivanov.decompose,extensions-compose-jetbrains
com.arkivanov.essenty,lifecycle
com.arkivanov.essenty,instance-keeper
com.arkivanov.essenty,state-keeper
com.arkivanov.essenty,back-pressed
com.arkivanov.essenty,back-handler
com.arkivanov.essenty,utils-internal
com.arkivanov.essenty,parcelable
com.arkivanov.mvikotlin,utils-internal
com.arkivanov.mvikotlin,rx
com.arkivanov.mvikotlin,mvikotlin
com.arkivanov.mvikotlin,rx-internal
com.arkivanov.mvikotlin,mvikotlin-timetravel-proto-internal
com.arkivanov.mvikotlin,keepers
com.arkivanov.mvikotlin,mvikotlin-extensions-coroutines
com.arkivanov.mvikotlin,mvikotlin-extensions-reaktive
com.arkivanov.mvikotlin,mvikotlin-logging
com.arkivanov.mvikotlin,mvikotlin-main
com.arkivanov.mvikotlin,mvikotlin-timetravel
com.autodesk,coroutineworker
com.badoo.reaktive,reaktive
com.badoo.reaktive,reaktive-annotations
com.badoo.reaktive,utils
com.badoo.reaktive,coroutines-interop
com.badoo.reaktive,reaktive-testing
com.batoulapps.adhan,adhan2
com.benasher44,uuid
com.bennyhuo.kotlin,klue-annotations
com.bennyhuo.kotlin,klue-runtime-common
com.bennyhuo.kotlin,klue-runtime-reactnative
com.bennyhuo.kotlin,klue-runtime-webview
com.careem.mockingbird,mockingbird
com.chimerapps.kotlin-inject-viewmodelfactory,runtime
com.codingfeline.kgql,core
com.configcat,configcat-kotlin-client
com.crowdproj,kotlin-cor
com.ctrip.flight.mmkv,mmkv-kotlin
com.ctrip.flight.mmkv,mmkv-kotlin
com.daugeldauge.kinzhal,kinzhal-annotations
com.diglol.crypto,common
com.diglol.crypto,random
com.diglol.crypto,mac
com.diglol.crypto,cipher
com.diglol.crypto,hash
com.diglol.crypto,aead
com.diglol.crypto,kdf
com.diglol.crypto,otp
com.diglol.crypto,pkc
com.diglol.crypto,crypto
com.diglol.encoding,encoding
com.diglol.id,id
com.ditchoom,buffer
com.ditchoom,mqtt-base-models
com.ditchoom,mqtt-4-models
com.ditchoom,mqtt-5-models
com.doist.x,normalize
com.doublesymmetry,multiplatform-viewmodel
com.ensarsarajcic.kotlinx,serialization-msgpack
com.ensarsarajcic.kotlinx,serialization-msgpack-timestamp-extension
com.ensarsarajcic.kotlinx,serialization-msgpack-unsigned-support
com.ensody.reactivestate,reactivestate
com.ensody.reactivestate,reactivestate-compose
com.ensody.reactivestate,reactivestate-test
com.episode6.redux,store-flow
com.episode6.redux,side-effects
com.episode6.redux,compose
com.episode6.redux,subscriber-aware
com.episode6.redux,test-support
com.eygraber,uri-kmp
com.freeletics.flowredux,dsl
com.freeletics.flowredux,flowredux
com.freeletics.mad,state-machine
com.fsryan.tools,logging
com.fsryan.tools,logging-test
com.futuremind,koru
com.github.adevone.summer,lagerpeton
com.github.android-password-store,sublime-fuzzy
com.github.h0tk3y.betterParse,better-parse
com.github.kittinunf.cored,cored
com.github.kittinunf.result,result
com.github.rnett.krosstalk,krosstalk
com.github.rnett.krosstalk,krosstalk-base
com.github.rnett.krosstalk,krosstalk-client
com.github.rnett.krosstalk,krosstalk-kotlinx-serialization
com.github.rnett.krosstalk,krosstalk-server
com.github.satoshun.firebase,analytics
com.github.submob,logmob
com.github.submob,parsermob
com.github.submob,scopemob
com.github.whyrising.y,y-core
com.github.whyrising.y,y-concurrency
com.inkapplications.kimchi,logger
com.inkapplications.kimchi,analytics
com.inkapplications.kimchi,analytics-logger
com.inkapplications.kimchi,core
com.inkapplications.spondee,units
com.intsoftdev,sdknrstations
com.intsoftdev,sdknrservices
com.intsoftdev,shared
com.ionspin.kotlin,bignum
com.ionspin.kotlin,bignum-serialization-kotlinx
com.ionspin.kotlin,multiplatform-crypto-libsodium-bindings
com.jakewharton.crossword,crossword
com.jakewharton.picnic,picnic
com.javiersc.arrow,arrow-annotations
com.javiersc.arrow,arrow-continuations
com.javiersc.arrow,arrow-core
com.javiersc.arrow,arrow-core-test
com.javiersc.kotlin,kotlin-stdlib
com.javiersc.kotlin,kotlin-test
com.javiersc.kotlin,kotlin-test-junit
com.javiersc.kotlin,kotlin-test-junit5
com.javiersc.kotlin,kotlin-test-testng
com.javiersc.kotlinx,coroutines-run-blocking-all
com.javiersc.kotlinx,coroutines-run-blocking
com.javiersc.mokoki,mokoki-serialization
com.javiersc.mokoki,mokoki
com.javiersc.mokoki,mokoki-test
com.javiersc.run-blocking,run-blocking-all
com.javiersc.run-blocking,run-blocking-core
com.javiersc.run-blocking,suspend-test
com.juul.kable,core
com.juul.tuulbox,logging
com.juul.tuulbox,collections
com.juul.tuulbox,coroutines
com.juul.tuulbox,encoding
com.juul.tuulbox,functional
com.juul.tuulbox,logging-ktor-client
com.juul.tuulbox,test
com.liftric,kvault
com.liftric,cognito-idp
com.michael-bull.kotlin-result,kotlin-result
com.michael-bull.kotlin-result,kotlin-result-coroutines
com.mobilejazz,harmony-kotlin
com.motorro.commonstatemachine,commonstatemachine
com.motorro.commonstatemachine,coroutines
com.myunidays,direkt
com.myunidays,segmenkt
com.nwagu.forms,forms
com.plusmobileapps,rick-and-morty-api
com.rickclephas.kmp,nsexception-kt-core
com.rickclephas.kmp,kmp-nativecoroutines-annotations
com.rickclephas.kmp,kmp-nativecoroutines-core
com.rickclephas.kmp,nserror-kt
com.rickclephas.kmp,nsexception-kt-bugsnag
com.rickclephas.kmp,nsexception-kt-crashlytics
com.rickclephas.kmp,nsexception-kt-sentry
com.russhwolf,multiplatform-settings
com.russhwolf,multiplatform-settings-coroutines-native-mt
com.russhwolf,multiplatform-settings-coroutines
com.russhwolf,multiplatform-settings-no-arg
com.russhwolf,multiplatform-settings-serialization
com.russhwolf,multiplatform-settings-test
com.sksamuel.optio,optio-core
com.sksamuel.optio,optio-datetime
com.sksamuel.tribune,tribune-core
com.sksamuel.tribune,tribune-datetime
com.soywiz.korlibs.kbignum,kbignum
com.soywiz.korlibs.kbox2d,kbox2d
com.soywiz.korlibs.kds,kds
com.soywiz.korlibs.klock,klock
com.soywiz.korlibs.klogger,klogger
com.soywiz.korlibs.kmem,kmem
com.soywiz.korlibs.korau,korau
com.soywiz.korlibs.korge2,korge
com.soywiz.korlibs.korge2,korge-box2d
com.soywiz.korlibs.korge2,korge-dragonbones
com.soywiz.korlibs.korge2,korge-fleks
com.soywiz.korlibs.korge2,korge-spine
com.soywiz.korlibs.korge2,korge-swf
com.soywiz.korlibs.korgw,korgw
com.soywiz.korlibs.korim,korim
com.soywiz.korlibs.korinject,korinject
com.soywiz.korlibs.korio,korio
com.soywiz.korlibs.korma,korma
com.soywiz.korlibs.korte,korte
com.soywiz.korlibs.korvi,korvi
com.soywiz.korlibs.krypto,krypto
com.soywiz.korlibs.luak,luak
com.splendo.kaluga,base
com.splendo.kaluga,logging
com.splendo.kaluga,base-permissions
com.splendo.kaluga,architecture
com.splendo.kaluga,resources
com.splendo.kaluga,bluetooth
com.splendo.kaluga,bluetooth-permissions
com.splendo.kaluga,location-permissions
com.splendo.kaluga,alerts
com.splendo.kaluga,calendar-permissions
com.splendo.kaluga,camera-permissions
com.splendo.kaluga,contacts-permissions
com.splendo.kaluga,hud
com.splendo.kaluga,keyboard
com.splendo.kaluga,microphone-permissions
com.splendo.kaluga,notifications-permissions
com.splendo.kaluga,storage-permissions
com.splendo.kaluga,beacons
com.splendo.kaluga,date-time
com.splendo.kaluga,date-time-picker
com.splendo.kaluga,links
com.splendo.kaluga,location
com.splendo.kaluga,review
com.splendo.kaluga,scientific
com.splendo.kaluga,system
com.splendo.kaluga,test-utils
com.squareup.okio,okio
com.squareup.okio,okio-fakefilesystem
com.squareup.sqldelight,runtime
com.squareup.sqldelight,native-driver
com.squareup.sqldelight,coroutines-extensions
com.squareup.wire,wire-runtime
com.squareup.wire,wire-grpc-client
com.squareup.workflow1,workflow-core
com.squareup.workflow1,workflow-runtime
com.sunshinator,kuri
com.sunshinator,library
com.terathought.enchant,flare
com.terathought.enchant,magic
com.thebluekernel.common,websocket
com.thebluekernel.common,core
com.tunjid.mutator,core
com.tunjid.mutator,coroutines
com.tunjid.tiler,tiler
com.tunjid.treenav,treenav
com.tunjid.treenav,strings
com.unflow,analytics
com.unflow,shared
com.vanniktech,blurhash
com.willowtreeapps.assertk,assertk
com.willowtreeapps.assertk,assertk-coroutines
com.willowtreeapps.opentest4k,opentest4k
com.wokdsem.kinject,kinject
com.yoti.mobile.mpp,smartcard-common
com.yoti.mobile.mpp,mrtddump
de.comahe.i18n4k,i18n4k-core
de.jensklingenberg.ktorfit,ktorfit-annotations
de.jensklingenberg.ktorfit,ktorfit-lib
de.peilicke.sascha,log4k
de.peilicke.sascha,kase64
de.peilicke.sascha,kex
de.peilicke.sascha,log4k-slf4j
dev.bluefalcon,blue-falcon
dev.erikchristensen.javamath2kmp,javamath2kmp
dev.gitlive,firebase-auth
dev.gitlive,firebase-app
dev.gitlive,firebase-common
dev.gitlive,firebase-config
dev.gitlive,firebase-database
dev.gitlive,firebase-firestore
dev.gitlive,firebase-functions
dev.gitlive,firebase-installations
dev.icerock.moko,resources
dev.icerock.moko,mvvm-core
dev.icerock.moko,mvvm-livedata
dev.icerock.moko,parcelize
dev.icerock.moko,graphics
dev.icerock.moko,permissions
dev.icerock.moko,errors
dev.icerock.moko,kswift-runtime
dev.icerock.moko,units
dev.icerock.moko,fields
dev.icerock.moko,mvvm-state
dev.icerock.moko,crash-reporting-core
dev.icerock.moko,mvvm-internal
dev.icerock.moko,network
dev.icerock.moko,media
dev.icerock.moko,mvvm-flow
dev.icerock.moko,geo
dev.icerock.moko,test-core
dev.icerock.moko,mvvm-livedata-resources
dev.icerock.moko,crash-reporting-crashlytics
dev.icerock.moko,crash-reporting-napier
dev.icerock.moko,javascript
dev.icerock.moko,media-test
dev.icerock.moko,mvvm-flow-resources
dev.icerock.moko,mvvm-test
dev.icerock.moko,network-bignum
dev.icerock.moko,network-errors
dev.icerock.moko,paging
dev.icerock.moko,permissions-test
dev.icerock.moko,resources-test
dev.icerock.moko,test-robolectric
dev.icerock.moko,units-basic
dev.icerock.moko,units-test
dev.icerock.moko,utils
dev.petuska,klip-api
dev.petuska,kon-core
dev.petuska,klip-core
dev.petuska,klip-assertions
dev.petuska,klip-runner
dev.petuska,kon-serialization
dev.petuska,klip
dev.petuska,kon
dev.romainguy,kotlin-math
dev.zacsweers.redacted,redacted-compiler-plugin-annotations
fr.haan.bipak,bipak-core
fr.haan.resultat,resultat
garden.ephemeral.math,komplex
io.arrow-kt,arrow-core
io.arrow-kt,arrow-annotations
io.arrow-kt,arrow-fx-coroutines
io.arrow-kt,arrow-optics
io.arrow-kt,arrow-core-test
io.arrow-kt,arrow-continuations
io.arrow-kt,arrow-analysis-types
io.arrow-kt,arrow-optics-test
io.arrow-kt,arrow-analysis-laws
io.arrow-kt,arrow-fx-coroutines-test
io.arrow-kt,arrow-fx-stm
io.arrow-kt,arrow-meta-prelude
io.branch.sdk.nativecompute,native-compute-sdk
io.branch.sdk.workflow,workflow-orchestration
io.data2viz.d2v,d2v-core
io.data2viz.d2v,d2v-color
io.data2viz.d2v,d2v-timer
io.data2viz.d2v,d2v-interpolate
io.data2viz.d2v,d2v-quadtree
io.data2viz.d2v,d2v-scale
io.data2viz.d2v,d2v-shape
io.data2viz.d2v,d2v-viz
io.data2viz.d2v,d2v-axis
io.data2viz.d2v,d2v-chord
io.data2viz.d2v,d2v-delaunay
io.data2viz.d2v,d2v-dsv
io.data2viz.d2v,d2v-ease
io.data2viz.d2v,d2v-force
io.data2viz.d2v,d2v-format
io.data2viz.d2v,d2v-geo
io.data2viz.d2v,d2v-hexbin
io.data2viz.d2v,d2v-hierarchy
io.data2viz.d2v,d2v-random
io.data2viz.d2v,d2v-sankey
io.data2viz.d2v,d2v-tests
io.data2viz.d2v,d2v-tile
io.data2viz.d2v,d2v-time-format
io.data2viz.d2v,d2v-time
io.data2viz.d2v,d2v-voronoi
io.eqoty,kotlin-bip39
io.eqoty.secretk,client
io.eqoty.secretk,secretk
io.fluidsonic.country,fluid-country
io.fluidsonic.currency,fluid-currency
io.fluidsonic.graphql,fluid-graphql-dsl
io.fluidsonic.graphql,fluid-graphql-language
io.fluidsonic.graphql,fluid-graphql-execution
io.fluidsonic.graphql,fluid-graphql
io.fluidsonic.i18n,fluid-i18n-data-identifiers
io.fluidsonic.i18n,fluid-i18n-data-regions
io.fluidsonic.i18n,fluid-i18n
io.fluidsonic.locale,fluid-locale
io.fluidsonic.stdlib,fluid-stdlib
io.fluidsonic.time,fluid-time
io.github.aakira,napier
io.github.ajacquierbret,kotlinphoenix-client
io.github.ajacquierbret,kotlinphoenix-adapters
io.github.ajacquierbret,kotlinphoenix
io.github.andreypfau,curve25519-kotlin
io.github.anioutkazharkova,di-multiplatform-lib
io.github.chopyourbrain,kontrol
io.github.colagom,kowet
io.github.colagom,shared
io.github.copper-leaf,kudzu-core
io.github.copper-leaf,ballast-core
io.github.copper-leaf,ballast-saved-state
io.github.copper-leaf,thistle-core
io.github.copper-leaf,trellis-core
io.github.copper-leaf,ballast-debugger
io.github.copper-leaf,ballast-firebase-analytics
io.github.copper-leaf,ballast-firebase-crashlytics
io.github.copper-leaf,ballast-repository
io.github.copper-leaf,ballast-sync
io.github.copper-leaf,ballast-test
io.github.copper-leaf,ballast-undo
io.github.copper-leaf,thistle-console
io.github.copper-leaf,trellis-dsl
io.github.irgaly.kottage,kottage-core
io.github.irgaly.kottage,kottage-data-sqlite
io.github.irgaly.kottage,kottage
io.github.joreilly,peopleinspace-lib
io.github.klein-stein,neutrino
io.github.kuuuurt,multiplatform-paging
io.github.landrynorris,platforminfo
io.github.landrynorris.analytiks,analytiks
io.github.landrynorris.analytiks,analytiks-firebase
io.github.luca992,ipfs-api
io.github.luca992.cash.z.ecc.android,kotlin-bip39
io.github.luca992.com.alialbaali.kamel,kamel-core
io.github.luca992.com.alialbaali.kamel,kamel-image
io.github.luca992.dev.icerock.moko,resources
io.github.luca992.dev.icerock.moko,resources-test
io.github.luca992.dev.icerock.moko,web3
io.github.merseyside,time
io.github.merseyside,kotlin-ext
io.github.merseyside,time-coroutine-ext
io.github.merseyside,utils-core
io.github.merseyside,archy-core
io.github.merseyside,oauth-core
io.github.microutils,kotlin-logging
io.github.murzagalin,multiplatform-expressions-evaluator
io.github.nomisrev,arrow-fx-coroutines-utils
io.github.nomisrev,kotlinx-serialization-jsonpath
io.github.nomisrev,saga
io.github.pdvrieze.xmlutil,core
io.github.pdvrieze.xmlutil,serialization
io.github.pdvrieze.xmlutil,serialutil
io.github.qdsfdhvh,image-loader
io.github.qdsfdhvh,ktor-fit-annotation
io.github.qdsfdhvh,paging
io.github.qdsfdhvh,precompose-annotation
io.github.reactivecircus.cache4k,cache4k
io.github.sergeshustoff.dikt,dikt-annotations
io.github.softartdev,material-theme-prefs
io.github.softartdev,sqlcipher-ktn-pod
io.github.syex,flykaw
io.github.turansky.seskar,seskar-core
io.github.untactorder,toasterAtSnackBar
io.github.xxfast,kstore
io.github.z4kn4fein,semver
io.goatbytes,codec
io.insert-koin,koin-core
io.insert-koin,koin-annotations
io.insert-koin,koin-test
io.islandtime,core
io.islandtime,serialization-extensions
io.kotest,kotest-property
io.kotest,kotest-assertions-core
io.kotest,kotest-framework-engine
io.kotest,kotest-common
io.kotest,kotest-framework-api
io.kotest,kotest-assertions-shared
io.kotest,kotest-assertions-api
io.kotest,kotest-assertions-json
io.kotest,kotest-framework-concurrency
io.kotest,kotest-framework-datatest
io.kotest.extensions,kotest-assertions-arrow
io.kotest.extensions,kotest-property-arrow
io.kotest.extensions,kotest-property-arrow-optics
io.ktor,ktor-client-core
io.ktor,ktor-server-core
io.ktor,ktor-client-serialization
io.ktor,ktor-client-logging
io.ktor,ktor-client-cio
io.ktor,ktor-server-cio
io.ktor,ktor-client-content-negotiation
io.ktor,ktor-serialization-kotlinx-json
io.ktor,ktor-websockets
io.ktor,ktor-client-json
io.ktor,ktor-network
io.ktor,ktor-client-websockets
io.ktor,ktor-client-ios
io.ktor,ktor-server-host-common
io.ktor,ktor-client-auth
io.ktor,ktor-serialization
io.ktor,ktor-server
io.ktor,ktor-server-test-host
io.ktor,ktor-http
io.ktor,ktor-client-auth-basic
io.ktor,ktor-client-darwin
io.ktor,ktor-server-tests
io.ktor,ktor-utils
io.ktor,ktor-resources
io.ktor,ktor-io
io.ktor,ktor-network-tls
io.ktor,ktor-client-resources
io.ktor,ktor-client-mock
io.ktor,ktor-http-cio
io.ktor,ktor-server-auto-head-response
io.ktor,ktor-server-forwarded-header
io.ktor,ktor-server-status-pages
io.ktor,ktor-server-cors
io.ktor,ktor-client-encoding
io.ktor,ktor-server-websockets
io.ktor,ktor-server-caching-headers
io.ktor,ktor-server-call-id
io.ktor,ktor-server-content-negotiation
io.ktor,ktor-server-double-receive
io.ktor,ktor-client-tests
io.ktor,ktor-serialization-kotlinx
io.ktor,ktor-events
io.ktor,ktor-server-conditional-headers
io.ktor,ktor-test-dispatcher
io.ktor,ktor-websocket-serialization
io.ktor,ktor-server-data-conversion
io.ktor,ktor-server-hsts
io.ktor,ktor-server-http-redirect
io.ktor,ktor-server-method-override
io.ktor,ktor-server-partial-content
io.ktor,ktor-client-darwin-legacy
io.ktor,ktor-serialization-kotlinx-cbor
io.ktor,ktor-serialization-kotlinx-tests
io.ktor,ktor-server-auth
io.ktor,ktor-server-config-yaml
io.ktor,ktor-server-html-builder
io.ktor,ktor-server-request-validation
io.ktor,ktor-server-resources
io.ktor,ktor-server-test-suites
io.matthewnelson.kotlin-components,encoding-base64
io.matthewnelson.kotlin-components,encoding-base32
io.matthewnelson.kotlin-components,encoding-base16
io.matthewnelson.kotlin-components,parcelize
io.matthewnelson.kotlin-components,kmp-tor-controller-common
io.matthewnelson.kotlin-components,request-concept
io.matthewnelson.kotlin-components,kmp-tor-ext-callback-controller-common
io.matthewnelson.kotlin-components,kmp-tor-manager-common
io.matthewnelson.kotlin-components,kmp-tor-common
io.matthewnelson.kotlin-components,kmp-tor-ext-callback-common
io.matthewnelson.kotlin-components,kmp-tor-ext-callback-manager-common
io.matthewnelson.kotlin-components,request-extension-navigation
io.matthewnelson.kotlin-components,build-configuration
io.matthewnelson.kotlin-components,coroutines
io.matthewnelson.kotlin-components,request-feature
io.mockative,kontinuity-core
io.mockative,mockative
io.pressf.iap-native,iap-native
io.pressf.settings-native,settings-native
io.pressf.settings-native,settings_native
io.realm.kotlin,cinterop
io.realm.kotlin,library-base
io.realm.kotlin,library-sync
io.rsocket.kotlin,rsocket-core
io.rsocket.kotlin,rsocket-core
io.rsocket.kotlin,rsocket-transport-ktor-websocket
io.rsocket.kotlin,rsocket-ktor-client
io.rsocket.kotlin,rsocket-ktor
io.rsocket.kotlin,rsocket-transport-ktor
io.rsocket.kotlin,rsocket-transport-ktor
io.rsocket.kotlin,rsocket-ktor-server
io.rsocket.kotlin,rsocket-transport-ktor-client
io.rsocket.kotlin,rsocket-transport-ktor-tcp
io.rsocket.kotlin,rsocket-transport-ktor-websocket-client
io.rsocket.kotlin,rsocket-transport-ktor-websocket-server
io.rsocket.kotlin,rsocket-transport-local
io.rsocket.kotlin,rsocket-transport-local
io.toxicity,rsa-api-key-validator
it.czerwinski,kotlin-util
love.forte.catcode2,catcode2-core
love.forte.catcode2,catcode2-serialization-kotlinx
love.forte.simbot,simbot-logger
me.him188,kotlin-dynamic-delegation
me.him188,kotlin-jvm-blocking-bridge-runtime
me.sebj,time
me.tatarka.inject,kotlin-inject-runtime
net.folivo,trixnity-core
net.folivo,trixnity-clientserverapi-client
net.folivo,trixnity-api-client
net.folivo,trixnity-clientserverapi-model
net.folivo,trixnity-serverserverapi-model
net.folivo,trixnity-client
net.folivo,trixnity-crypto
net.folivo,trixnity-olm
net.folivo,trixnity-applicationserviceapi-model
net.folivo,trixnity-serverserverapi-client
net.mamoe.yamlkt,yamlkt
org.brightify.hyperdrive,krpc-annotations
org.brightify.hyperdrive,kotlin-utils
org.brightify.hyperdrive,krpc-shared-api
org.brightify.hyperdrive,logging-api
org.brightify.hyperdrive,krpc-shared-impl
org.brightify.hyperdrive,multiplatformx-api
org.brightify.hyperdrive,krpc-client-api
org.brightify.hyperdrive,multiplatformx-keyvalue
org.brightify.hyperdrive,krpc-client-impl
org.brightify.hyperdrive,krpc-server-api
org.brightify.hyperdrive,krpc-test
org.brightify.hyperdrive,multiplatformx-keyvalue-insecure-settings
org.brightify.hyperdrive,plugin-debug
org.chiachat,kbls
org.danbrough,stately-concurrency
org.danbrough,klog
org.danbrough,stately-common
org.danbrough,sqliter-driver
org.danbrough,stately-isolate
org.danbrough,stately-collections
org.danbrough,stately-iso-collections
org.danbrough.kotlinx,kotlinx-coroutines-core
org.danbrough.kotlinx,atomicfu
org.danbrough.kotlinx,kotlinx-serialization-core
org.danbrough.kotlinx,kotlinx-serialization-json
org.danbrough.kotlinx,kotlinx-serialization-cbor
org.danbrough.kotlinx,kotlinx-html
org.danbrough.kotlinx,kotlinx-coroutines-test
org.danbrough.kotlinx,kotlinx-datetime
org.danbrough.kotlinx,kotlinx-serialization-properties
org.danbrough.kotlinx,kotlinx-serialization-protobuf
org.danbrough.sqldelight,runtime
org.danbrough.sqldelight,async-extensions
org.danbrough.sqldelight,coroutines-extensions
org.danbrough.sqldelight,native-driver
org.danbrough.sqldelight,primitive-adapters
org.danbrough.touchlab,stately-common
org.danbrough.touchlab,stately-concurrency
org.danbrough.touchlab,stately-isolate
org.danbrough.touchlab,stately-collections
org.danbrough.touchlab,stately-iso-collections
org.drewcarlson,mobiuskt-core
org.drewcarlson,mobiuskt-internal
org.drewcarlson,qbittorrent-models
org.drewcarlson,coingecko
org.drewcarlson,mobiuskt-coroutines
org.drewcarlson,mobiuskt-extras
org.drewcarlson,mobiuskt-test
org.drewcarlson,mobiuskt-update-generator-api
org.drewcarlson,mobiuskt-update-spec-api
org.drewcarlson,qbittorrent-client
org.hildan.krossbow,krossbow-websocket-core
org.hildan.krossbow,krossbow-stomp-core
org.hildan.krossbow,krossbow-stomp-kxserialization
org.hildan.krossbow,krossbow-websocket-builtin
org.hildan.krossbow,krossbow-stomp-default
org.hildan.krossbow,krossbow-stomp-kxserialization-json
org.hildan.krossbow,krossbow-websocket-ktor
org.hildan.krossbow,krossbow-websocket-test
org.jetbrains,markdown
org.jetbrains.kotlin-wrappers,kotlin-css
org.jetbrains.kotlinx,kotlinx-coroutines-core
org.jetbrains.kotlinx,kotlinx-serialization-json
org.jetbrains.kotlinx,atomicfu
org.jetbrains.kotlinx,kotlinx-serialization-core
org.jetbrains.kotlinx,kotlinx-datetime
org.jetbrains.kotlinx,kotlinx-coroutines-test
org.jetbrains.kotlinx,kotlinx-serialization-protobuf
org.jetbrains.kotlinx,kotlinx-serialization-cbor
org.jetbrains.kotlinx,kotlinx-html
org.jetbrains.kotlinx,kotlinx-serialization-properties
org.jetbrains.kotlinx,kotlinx-collections-immutable
org.jetbrains.kotlinx,multik-default
org.jetbrains.kotlinx,multik-core
org.jetbrains.kotlinx,kotlinx-serialization-json-okio
org.jetbrains.kotlinx,multik-kotlin
org.jetbrains.kotlinx,kotlinx-benchmark-runtime
org.jetbrains.skiko,skiko
org.kodein.di,kodein-di
org.kodein.di,kodein-di-conf
org.kodein.log,kodein-log
org.kodein.log,canard
org.kodein.memory,kodein-memory
org.kodein.memory,klio
org.kodein.memory,klio-crypto
org.kodein.memory,klio-files
org.kodein.memory,kodein-memory-crypto
org.kodein.memory,kodein-memory-files
org.kodein.mock,mockmp-runtime
org.kodein.mock,mockmp-test-helper
org.kodein.mock,mockmp-test-helper-junit5
org.kodein.type,kodein-type
org.kodein.type,kaverit
org.lighthousegames,logging
org.mongodb.kbson,kbson
org.oolong-kt,oolong
org.orbit-mvi,orbit-core
org.orbit-mvi,orbit-test
pl.allegro.mobile,json-logic-kmp
pro.streem.pbandk,pbandk-runtime
pw.binom,bitarray
ru.dimsuz,unicorn2
ru.kode,remo
ru.kontur.mobile.visualfsm,visualfsm-core
ru.pocketbyte.kydra,kydra-log
tech.antibytes.kfixture,core
tech.antibytes.kfixture,ktx-datetime
tech.antibytes.kmock,kmock
tech.fika.macaron,macaron-core
tech.fika.macaron,macaron-logging
tech.fika.macaron,macaron-messaging
tech.fika.macaron,macaron-statemachine
tech.fika.macaron,macaron-statesaver
tech.inner,hawkish-bewit
uk.co.andrewreed,kotlin-jira-api
org.jetbrains.kotlinx,*
